FanID,Institution,EducationStatus,EducationDate,Degree,DegreeType,College,Division,Department
613749,Florida State University,Graduated,1978-03-01T00:00:00.000000000,Master of Science,,"Education, Health, and Human Sciences",Educational Leadership,Ed Leadership/Admin
613749,Florida State University,Graduated,1993-05-01T00:00:00.000000000,Specialist,PRIMARY,"Education, Health, and Human Sciences",Educational Leadership,Ed Leadership/Admin
613769,Florida State University,Graduated,2015-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
613774,Florida State University,Graduated,1950-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business,Business Teacher Edu
613779,Florida State University,Graduated,2016-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Engineering,Civil & Environmental,Civil Eng
613800,Florida State University,Graduated,2017-05-06T00:00:00.000000000,Bachelor of Science,PRIMARY,Engineering,Civil & Environmental,Civil Eng
613802,Florida State University,Graduated,1978-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Work,Social Work,Social Work
613817,Florida State University,Graduated,1984-12-01T00:00:00.000000000,Master of Science,PRIMARY,Arts & Sciences,Oceanography,Oceanography
613817,Abilene Christian University,Graduated,1981-08-01T00:00:00.000000000,Bachelor of Science,,,,
613849,Florida State University,Graduated,2017-05-06T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,History,History
613852,Florida State University,Graduated,2009-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Chemistry,Chemistry
613852,Florida State University,Graduated,2011-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Chemistry,Biochemistry
613861,Florida State University,Graduated,2016-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,International Affairs,International Affairs
613862,Florida State University,Graduated,1984-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Mathematics Education
613894,Florida State University,Graduated,2011-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences","Nutrition, Food & Exercise Sci",Exercise Science
613929,Florida State University,Graduated,2012-04-28T00:00:00.000000000,Bachelor of Science,PRIMARY,Criminology & Criminal Justice,Criminology,Criminology
614020,Florida State University,Graduated,1974-06-08T00:00:00.000000000,Bachelor of Science,PRIMARY,Fine Arts,Interior Design,Interior Design
614023,Florida State University,Graduated,1979-06-01T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
614023,Florida State University,Graduated,1976-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Social Sciences,Political Science,Political Science
614042,Florida State University,Graduated,2004-05-01T00:00:00.000000000,Master of Business Administration,PRIMARY,Business,Business Administration,Business Administration
614046,Florida State University,Graduated,1976-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
614047,Florida State University,Graduated,1984-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
614050,Florida State University,Graduated,1967-06-01T00:00:00.000000000,Master of Arts,PRIMARY,Social Sciences,Social Sciences,Social Science
614050,Florida State University,Graduated,1966-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,Arts & Sciences,Arts and Sciences
614052,Florida State University,Graduated,1987-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Chemistry,Biochemistry
614054,Florida State University,Graduated,1985-08-09T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
614096,Florida State University,Graduated,2004-08-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
614102,Florida State University,Incomplete,,,,,,
614148,Florida State University,Graduated,1992-12-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
614166,Florida State University,Graduated,2009-08-08T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,English,Creative Writing
614185,Florida State University,Graduated,2016-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
614430,Florida State University,Graduated,1966-06-01T00:00:00.000000000,Bachelor of Science,HISTORICAL,Business,Hospitality,Hospitality Management
614430,Florida State University,Graduated,1973-06-01T00:00:00.000000000,Doctor of Philosophy,PRIMARY,"Education, Health, and Human Sciences",Educational Psychology,Rehab Counseling
614430,Florida State University,Graduated,1966-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Dedman College of Hospitality,Dedman College of Hospitality,Hospitality Management
614430,Florida State University,Graduated,1971-06-01T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Education,Comp. Vocational Ed
614542,Florida State University,Graduated,1979-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
614634,Florida State University,Graduated,1979-03-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
614895,Florida State University,Graduated,1996-08-14T00:00:00.000000000,Doctor of Philosophy,PRIMARY,Arts & Sciences,History,History
614895,Florida State University,Graduated,1970-12-01T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
614895,Florida State University,Graduated,1964-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Business Administration,Business Administration
614984,Florida State University,Graduated,1963-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
615163,Florida State University,Graduated,2020-05-02T00:00:00.000000000,Master of Science,PRIMARY,Communication & Information,Information,Information
615188,Florida State University,Graduated,2006-12-16T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
615210,Florida State University,Graduated,1987-05-02T00:00:00.000000000,Master of Business Administration,PRIMARY,Business,Business,Marketing
615367,Florida State University,Graduated,1982-05-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Risk Management & Insurance,Real Estate
615574,Tallahassee Community College,Graduated,1978-05-01T00:00:00.000000000,Associate of Arts,,,,
615574,Florida State University,Graduated,1981-03-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
615781,Florida State University,Graduated,1987-05-02T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
615781,Florida State University,Graduated,1979-06-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,History,History
615823,Florida State University,Graduated,2015-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,International Affairs,International Affairs
615863,Florida State University,Graduated,2015-08-08T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
615865,Florida State University,Graduated,2017-05-06T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,"Earth, Ocean, & Atmospheric",Environmental Science
615869,Florida State University,Incomplete,,,PRIMARY,Undergraduate Studies,Undergraduate Studies,Meteorology
615890,Florida State University,Graduated,2022-12-10T00:00:00.000000000,Master of Business Administration,PRIMARY,Business,Business Administration,Business Admin
615896,Florida State University,Graduated,1978-03-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
615956,Florida State University,Graduated,1977-08-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
616009,Florida State University,Graduated,2013-05-04T00:00:00.000000000,Bachelor of Science,SECONDARY,Arts & Sciences,Spanish,Spanish
616009,Florida State University,Graduated,2013-05-04T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
616017,Florida State University,Graduated,1994-08-12T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Political Science,Political Science
616021,Florida State University,Graduated,2017-12-16T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
616058,Florida State University,Incomplete,,,PRIMARY,Undergraduate Studies,Undergraduate Studies,Pre-Biological Science
616168,Florida State University,Graduated,1969-12-01T00:00:00.000000000,Master of Science,PRIMARY,Communication & Information,Communication Sci & Disorders,Communication Disorders
616168,Florida State University,Graduated,1967-08-01T00:00:00.000000000,Bachelor of Arts,PRIMARY,"Education, Health, and Human Sciences",Education,Education
616168,Kent State University-Main Campus,Graduated,1975-12-01T00:00:00.000000000,Doctor of Philosophy,,,,
616240,Florida State University,Incomplete,,,,,,
616347,Florida State University,Graduated,1976-08-01T00:00:00.000000000,Doctor of Music,PRIMARY,Music,Music,Voice Performance
616529,Florida State University,Graduated,1958-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Teacher Education,Elementary Education
616529,Florida State University,Graduated,1962-06-01T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Educational Leadership,Ed Leadership/Admin
616678,Florida State University,Graduated,1983-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Management,Management
616765,Florida State University,Graduated,1986-04-26T00:00:00.000000000,Bachelor of Fine Arts,PRIMARY,Fine Arts,Theatre,Acting
616805,Florida State University,Graduated,2015-12-12T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,History,History
616840,Florida State University,Graduated,1998-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
616840,Florida State University,Graduated,1998-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
616863,Florida State University,Graduated,2015-05-02T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Marketing,Marketing
616889,Florida International University,Graduated,1981-06-01T00:00:00.000000000,Bachelor of Arts,,,,
616889,Florida State University,Graduated,1979-06-01T00:00:00.000000000,Associate of Arts,PRIMARY,Business,Business,Commerce-Business
617071,Florida State University,Graduated,2008-12-13T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Applied Economics
617104,Florida State University,Graduated,1997-08-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Computer Science,Computer Science
617683,Florida State University,Graduated,1984-12-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Communication/Business
617693,Florida State University,Graduated,2020-08-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,International Affairs,International Affairs
617695,Florida State University,Graduated,2018-05-05T00:00:00.000000000,Juris Doctor,PRIMARY,College of Law,Law School,Law
617698,Florida State University,Graduated,2011-12-17T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
617716,Florida State University,Graduated,1979-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,"Education, Health, and Human Sciences",Education,Comp. Vocational Ed
617717,Florida State University,Graduated,1976-06-01T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Accounting,Accounting
617720,Florida State University,Graduated,1995-12-16T00:00:00.000000000,Bachelor of Science,PRIMARY,Communication & Information,Communication,Digital Media Production
617720,Florida State University,Graduated,2001-04-28T00:00:00.000000000,Master of Arts,PRIMARY,Arts & Sciences,History,History
617725,Florida State University,Graduated,2002-04-27T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,Biological Sciences,Biological Science
617729,Florida State University,Graduated,2011-04-30T00:00:00.000000000,Bachelor of Science,HISTORICAL,"Education, Health, and Human Sciences",Retail Merch & Product Dev,Merchandising/Product Dev
617729,Florida State University,Graduated,2011-04-30T00:00:00.000000000,Bachelor of Science,PRIMARY,Jim Moran Entrepreneurship,Jim Moran Entrepreneurship,Merchandising/Product Dev
617732,Florida State University,Graduated,2008-08-09T00:00:00.000000000,Bachelor of Arts,PRIMARY,Arts & Sciences,History,History
617735,Florida State University,Graduated,2018-05-05T00:00:00.000000000,Bachelor of Science,PRIMARY,Arts & Sciences,"Earth, Ocean, & Atmospheric",Environmental Science
617736,Florida State University,Graduated,2016-12-17T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Social Sciences,Social Science
617737,Florida State University,Graduated,2018-12-15T00:00:00.000000000,Bachelor of Science,PRIMARY,Social Sciences,Economics,Economics
617742,Florida State University,Graduated,2019-05-04T00:00:00.000000000,Bachelor of Science,PRIMARY,Business,Finance,Finance
617788,Florida State University,Graduated,1981-06-01T00:00:00.000000000,Doctor of Philosophy,PRIMARY,"Education, Health, and Human Sciences",Educational Leadership,Higher Education
617788,Florida State University,Graduated,1976-08-01T00:00:00.000000000,Master of Science,PRIMARY,"Education, Health, and Human Sciences",Educational Leadership,Higher Education
